ID,valid,No_de_Ref,new_ref,filename,DOI,Title,Year,Journal,Pages,Issue,Abstract,Authors,Volume,Corresponding_author,Country,Country_name,journalID
1243,0,708,0,paper_12414855775d3ada78c9cae4.88906313,10.1021/acscatal.8b00104,Boron Carbon Nitride Semiconductors Decorated with CdS Nanoparticles for Photocatalytic Reduction of CO2,2018,ACS CATALYSIS,4928,6,"Ternary boron carbon nitride (BCN) semiconductors have been developed as emerging metal-free photocatalysts for visible-light reduction of CO2, but the achieved efficiency is still not satisfying. Herein, we report that the CO2 photoreduction performance of a bulk BCN semiconductor can be substantially improved by surface engineering with CdS nanoparticles. The CdS\/BCN photocatalysts are characterized completely by diverse tests (e.g., XRD, FTIR, XPS, DRS, SEM, TEM, N2 sorption, PL, and transient photocurrent spectroscopy). Performance of the CdS\/BCN heterostructures is evaluated by reductive CO2 conversion reactions with visible light under benign reaction conditions. Compared with bare BCN material, the optimized CdS\/BCN photocatalyst exhibits a 10-fold-enhanced CO2 reduction activity and high stability, delivering a considerable CO production rate of 12.5 μmol h–1 (250 μmol h–1 g–1) with triethanolamine (TEOA) as the reducing agent. The reinforced photocatalytic CO2 reduction activity is mainly assigned to the obviously improved visible-light harvesting and the greatly accelerated separation\/transport kinetics of light-triggered electron–hole pairs. Furthermore, a possible visible-light-induced CO2 reduction mechanism is proposed on the basis of photocatalytic and photo(electro)chemical results.","M. Zhou,S. Wang,P. Yang,C. Huang,X. Wang",8,xcwang@fzu.edu.cn,"CN,CN,CN,CN,CN",,7
1251,0,716,0,paper_2494148395d3ae62c92d2f1.85216989,10.1021/acscatal.8b00003,Z-scheme Photocatalytic CO2 Conversion on Three-Dimensional BiVO4\/Carbon-Coated Cu2O Nanowire Arrays under Visible Light,2018,ACS CATALYSIS,4170,5,"Cuprous oxide (Cu2O) is one of the most promising materials for photoreduction of CO2 because of its high conduction band and small band gap, which enable the production of high-potential electrons under visible-light irradiation. However, it is difficult to reduce the CO2 using a Cu2O-based photocatalyst due to fast charge recombination and low photostability. In this work, we enhanced the photocatalytic CO2 conversion activity of Cu2O by hybridization of Cu2O NWAs, carbon layers, and BiVO4 nanoparticles. By construction of a Z-scheme charge flow on a 3-D NWA structure, the BiVO4\/carbon-coated Cu2O (BVO\/C\/Cu2O) NWAs show significantly enhanced charge separation and light harvesting property. As a result, CO formation rate of BVO\/C\/Cu2O was 9.4 and 4.7 times those of Cu2O mesh and Cu2O NWAs, respectively, under visible light irradiation. In addition, the material retained 98% of its initial photocatalytic CO2 conversion performance after five reaction cycles (20 h) because of the protective carbon layer and Z-schematic charge flow. We believe that this work provides a promising photocatalyst system that combines a 3-D NWA structure and a Z-scheme charge flow for efficient and stable CO2 conversion.","C. Kim,K.M. Cho,A. Al-Saggaf,I. Gereige,H-T. Jung",8,eetae@kaist.ac.kr,"KR,KR,SA,SA,KR",,7
1152,0,617,0,paper_4137887935cfe147b762f98.72179929,10.1007/s11270-018-3881-3,Efficient Photocatalytic Reduction of CO2 Present in Seawater into Methanol over Cu\/C-Co-Doped TiO2 Nanocatalyst Under UV and Natural Sunlight,2018,ACS NANO,236,7,"Photocatalytic reduction of CO2 in seawater\\r\\ninto chemical fuel, methanol (CH3OH), was achieved\\r\\nover Cu\/C-co-doped TiO2 nanoparticles under UV and\\r\\nnatural sunlight. Photocatalysts with different Cu loadings (0, 0.5, 1, 3, 5, and 7 wt%) were synthesized by the\\r\\nsol–gel method and were characterized by XRD, SEM,\\r\\nUV–Vis, FTIR, and XPS. Co-doping with C and Cu into\\r\\nTiO2 remarkably promoted the photocatalytic production of CH3OH. This improvement was attributed to\\r\\nlowering of bandgap energy, specific catalytic effect of\\r\\nCu for CH3OH formation, and the minimization of\\r\\nphoto-generated carrier recombination. Co-doped TiO2\\r\\nwith 3.0 wt% Cu was found to be the most active\\r\\ncatalyst, giving a maximum methanol yield rate of\\r\\n577 μmol g-cat−1 h−1 under illumination of UV light,\\r\\nwhich is 5.3-fold higher than the production rate over CTiO2 and 7.4 times the amount produced using Degussa\\r\\nP25 TiO2. Under natural sunlight, the maximum rate of\\r\\nthe photocatalytic production of CH3OH using 3.0 wt%\\r\\nCu\/C-TiO2 was found to be 188 μmol g-cat−1 h−1,\\r\\nwhich is 2.24 times higher than that of C-TiO2, whereas,\\r\\nno CH3OH was observed for P25.","Y.N. Kavil,Y.A. Shaban,R.K. Al Fawawati,M.I. Orif,M. Zobidi,S.U.M.Khan",229,ydomah@kau.edu.sa,"SA,SA,SA,SA,SA,US",,10
1237,0,702,0,paper_13354623505d3ad3de41ecd1.30503571,10.1021/acsnano.8b00110,Integrating the g-C 3 N 4 Nanosheet with B-H Bonding Decorated Metal-Organic Framework for CO 2 Activation and Photoreduction,2018,ACS NANO,5333,6,"BIF-20, a zeolite-like porous boron imidazolate framework with high density of exposed B–H bonding, is combined with graphitic carbon nitride (g-C3N4) nanosheets via a facile electrostatic self-assembly approach under room temperature, forming an elegant composite BIF-20@g-C3N4 nanosheet. The as-constructed composite preferably captures CO2 and further photoreduces CO2 in high efficiency. The photogenerated excitations from the carbon nitride nanosheet can directionally migrate to B–H bonding, which effectively suppresses electron–hole pair recombination and thus greatly improves the photocatalytic ability. Compared to the g-C3N4 nanosheet, the BIF-20@g-C3N4 nanosheet composite displayed a much-enhanced photocatalytic CO2 reduction activity, which is equal to 9.7-fold enhancements in the CH4 evolution rate (15.524 μmol g–1 h–1) and 9.85-fold improvements in CO generation rate (53.869 μmol g–1 h–1). Density functional theory simulations further prove that the presence of B–H bonding in the composite is favorable for CO2 adhesion and activation in the reaction process. Thus, we believe that the implantation of functional active sites into the porous matrix provides important insights for preparation of a highly efficient photocatalyst.","G. Xu,H. Zhang,J. Wei,H-X. Zhang,X. Wu,Y. Li,C. Li,J. Zhang,J. Ye",12,Zhang.huabin@ntu.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,JP",,10
1173,0,638,0,paper_1533767175d35c4914c6695.14480559,10.1021/acssuschemeng.8b03168,MoS2Nanoflowers as a Gateway for Solar-Driven CO2Photoreduction,2019,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,265,,"The layering of transition metal dichalcogenides (TMD) has revealed unprecedented engineering opportunities for \\r\\noptoelectronics, field emitter and photocatalysis applications. Precise and controlled intrinsic material property \\r\\ncombinations is the crucial demand needed for visible light photocatalysis optimization, which we demonstrate in this \\r\\nwork with MoS2nanoflowers containing abundant edge plane flakes for CO\\r\\n2photoreduction optimization. This is the \\r\\nfirst time controlled imperfections and flake thickness through facile CVD synthesis was demonstrated on the \\r\\nnanoflowers, revealing the tuning ability of flake edge morphology, nanoflower size, stacked-sheet thickness, optical \\r\\nband gap energy (Eg) and catalytic function. These influences facilitated Eg tuning from 1.38 to 1.83 eV and the \\r\\nmanifestation of the 3R phase prompting improvement to the catalytic behavior. The ‘sweet spot’ of higher catalytic \\r\\nactivity during photoreduction experiments was found in those with plentiful nanoflower density and thick edge-site \\r\\nabundance. Ample edge-sites with dangling bonds, and crystal impurities assisted in lowering the Eg to achieve \\r\\nreduced recombination for improved photocatalytic reactions, including those found on what would have been a \\r\\ntypical chemically inert basal plane. The production rates of CO improved two-fold after a calculated post-treatment \\r\\nreduction step. This reliable CVD technique for nanoflower synthesis paves the way for enhanced understating of \\r\\nsynthetic parameters for defect-laden 2D TMD nanoflower structures. We also note that photocatalysis should \\r\\nconsider Mars applications, as deep space humans exploration will be require harvesting of the CO\\r\\n2rich atmosphere \\r\\nto generate fuel from sustainable resources, such as the sun.","A. J. Meier,A. Garg,B. Sutter,J. N. Kuhn,V. R. Bhethanabotla",7,anne.meier@nasa.gov,"US,US,US,US,US",,12
1233,0,698,0,paper_4524679375d39be8334e9b6.89987623,10.1021/acssuschemeng.7b04872,Ternary rGO\/InVO4\/Fe2O3 Z-Scheme Heterostructured Photocatalyst for CO2 Reduction under Visible Light Irradiation,2018,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,8201,7,"The present paper describes an excellent improvement in photoreduction of CO2\\r\\n to methanol \\r\\nusing newly developed rGO\/InVO\\r\\n4\\r\\n\/Fe\\r\\n2O3\\r\\nZ-scheme heterostructured photocatalyst, which was \\r\\nreadily synthesized from chitosan functionalized reduced graphene oxide and InVO\\r\\n4\\r\\n\/Fe\\r\\n2O3\\r\\nvia a \\r\\nfacile deposition-precipitation method. The maximum yield of methanol was reached 16.9 mmol g\\r\\n-1\\r\\ncat over Z-scheme photocatalyst by using TEA as a sacrificial electron donor. The obtained \\r\\nyield of methanol was very much higher in comparison to the rGO, InVO\\r\\n4 and InVO\\r\\n4\\r\\n\/Fe\\r\\n2O3\\r\\nsemiconductors i.e. 2.3 mmol g\\r\\n-1\\r\\ncat, 1.1 mmol g\\r\\n-1\\r\\ncat and 9.8 mmol g\\r\\n-1\\r\\ncat, respectively under \\r\\nidentical experimental conditions. The synergistic effect of all components in ternary \\r\\nrGO\/InVO\\r\\n4\\r\\n\/Fe\\r\\n2O3 \\r\\nZ-scheme heterostructure resulted to the efficient charge carrier separation \\r\\nand charge mobility on catalyst surface which led to the highly efficient CO\\r\\n2\\r\\n reduction and \\r\\nexcellent improvement in methanol yield.","A. Kumar,P.K. Prajapati,U. Pal,L. Jain",6,suman@iip.res.in,"IN,IN,IN,IN",,12
1234,0,699,0,paper_10805635965d39bf2a2fc504.97128826,10.1021/acssuschemeng.8b01073,CO2 to liquid fuels: photocatalytic conversion in a continuous membrane reactor,2018,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,8743,7,"The photocatalytic reduction of CO2 into added-value chemicals using sunlight is a promising \\r\\napproach to promote energy bearing products, mitigating the adverse effects of anthropogenic CO\\r\\n2\\r\\nemissions. \\r\\nIn this work, exfoliated C3N4 was incorporated into Nafion matrix and used in a continuous \\r\\nphotocatalytic reactor for converting CO\\r\\n2 into liquid fuels. Comprehensive structural and \\r\\nmorphological DRS, FT-IR, ATR-IR, SEM measurements were performed for C3N4loaded Nafion \\r\\nmembrane and then compared with those of a Nafion membrane without of any catalyst. The \\r\\nsynergic effect of C\\r\\n3N4 organic-catalyst embedded in a Nafion dense matrix and a continuous \\r\\noperating mode of the photo-reactor was successfully accomplished for the first time, as yet absent \\r\\nin the literature, analyzing the reactor performance as a function of key parameters such as contact \\r\\ntime and H2O\/CO2feed molar ratio. The reactor performance was analyzed under UV-Vis light in \\r\\nterms of productivity, selectivity and converted carbon. Alcohols (MeOH + EtOH) production was \\r\\n32.8 µmol g\\r\\ncatalyst\\r\\n-1\\r\\nh\\r\\n-1\\r\\ncorresponding to 47.6 µmol gcatalyst\\r\\n-1\\r\\nh\\r\\n-1\\r\\nof total converted carbon per gram of \\r\\ncatalyst at the best operating conditions. So far, this value results to be higher than most of the \\r\\nliterature values reported up to date. Moreover, the membrane reactor converted at least 10 times \\r\\nmore carbon than the batch system, as a result of the catalyst embedding in a Nafion matrix","F.R. Pomilla,A. Brunetti,G. Marci,E.I. Gargía-López,E. Fontananova,L. Palmisano,G. Barbieri",6,g.barbieri@itm.cnr.it,"IT,IT,IT,IT,IT,IT,IT",,12
1134,0,599,0,paper_872744435cfa1c0056e6e2.56377977,10.1002/adfm.201901825,Critical Aspects and Recent Advances in Structural Engineering of Photocatalysts for Sunlight-Driven Photocatalytic Reduction of CO2 into Fuels,2019,ADVANCED FUNCTIONAL MATERIALS,1,1901825,"The catalytic conversion of CO2 into valuable fuels is a compelling solution\\r\\nfor tackling the global warming and fuel crisis. Light absorption and charge\\r\\nseparation, as well as adsorption\/activation of CO2 on the photocatalyst\\r\\nsurface, are essential steps for this process. This article reviews the\\r\\nCO2 photoreduction mechanisms and critical aspects that greatly affect\\r\\nthe photoreduction effciency. Additionally, different materials for CO2\\r\\nphotoreduction are provided, including d0 and d10 metal oxides\/mixed oxides,\\r\\nsulfdes, polymeric materials, and metal phosphides with visible response,\\r\\nmetal-organic frameworks, and layer double hydroxides. Furthermore,\\r\\nvarious structural engineering strategies and corresponding state-of-the-art\\r\\nphotocatalytic systems are reviewed and discussed, such as bandgap\\r\\nengineering, geometrical nanostructure engineering, and heterostructure\\r\\nengineering. Each strategy has advantages and disadvantages, requiring\\r\\nfurther adjustment to further improve the photocatalytic performance of\\r\\nthe photocatalyst. Based on this review, it is greatly expected that effciently\\r\\nartifcial systems and the breakthrough technologies for CO2 reduction will be\\r\\nsuccessfully developed in the future to solve the energy shortage as well as\\r\\nthe environmental problem.","N. Vu,S. Kaliaguine,T. Do",,Trong-on.do@gch.ulaval.ca,"CA,CA,CA",,41
1219,0,684,0,paper_4828841065d39b11097d179.85081402,10.1002/adfm.201804284,Thickness-Dependent Facet Junction Control of Layered BiOIO 3 Single Crystals for Highly Efficient CO 2 Photoreduction,2018,ADVANCED FUNCTIONAL MATERIALS,0,46,"Thin layer fabrication and crystal facet engineering favor the prompt \\r\\ncharge transfer from bulk to the surface of a material and spatial charge \\r\\nseparation among different facets, tremendously benefitting photocatalytic activity. However, the thickness and surface facet composition are \\r\\nconsidered as two entwined characteristics of layered materials with \\r\\nwell-defined and tunable shapes, which possess great promise to achieve \\r\\nthe simultaneous manipulation of charge transfer and spatial separation. \\r\\nHerein, it is demonstrated that one solution for the aforementioned issue \\r\\nby controllably regulating the surface {010}\/{100} facet junctions of a \\r\\nlayered thickness-tunable bismuth-based material, BiOIO\\r\\n3. The attenuation in thickness of BiOIO3\\r\\nnanoplates shortens the diffusion pathway \\r\\nof charge carriers, and more importantly the tuning of nanolayer thickness renders the ratio variation of the top {010} facet to the lateral {100} \\r\\nfacet, which dominates the spatial separation of photogenerated electrons \\r\\nand holes. As a result, the highest CO evolution rate from CO2\\r\\nreduction \\r\\nover BiOIO3\\r\\nnanoplates with the optimal thickness and ratio of exposed \\r\\nfacets reaches 5.42 µmol g−1\\r\\nh\\r\\n−1\\r\\n, over 300% that of the bulk counterpart \\r\\n(1.77 µmol g−1\\r\\nh\\r\\n−1\\r\\n). This work paves a new way for governing charge movement behaviors on the basis of the synergistic engineering of layer structure and exposing facets","F. Chen,H. Huang,L. Ye,T. Zhang,Y. Zhang,X. Han,T. Ma",28,hhw@cugb.edu.cn,"CN,CN,CN,CN,CN,CN,CN",,41
1172,0,637,0,paper_19528763905d35c3c12a43c5.95313844,10.1002/adma.201900546,Surface‐Halogenation‐Induced Atomic‐Site Activation and Local Charge Separation for Superb CO2 Photoreduction,2019,ADVANCED MATERIALS,1900546,25,"Solar-energy-driven CO2\\r\\nconversion into value-added chemical fuels \\r\\nholds great potential in renewable energy generation. However, the \\r\\nrapid recombination of charge carriers and deficient reactive sites, as \\r\\ntwo major obstacles, severely hampers the photocatalytic CO\\r\\n2\\r\\nreduction \\r\\nactivity. Herein, a desirable surface halogenation strategy to address the \\r\\naforementioned concerns over a Sillén-related layer-structured photocatalyst \\r\\nBi2O2(OH)(NO\\r\\n3\\r\\n) (BON) is demonstrated. The surface halogen ions that \\r\\nare anchored on the Bi atoms by replacing surface hydroxyls on the one \\r\\nhand facilitate the local charge separation, and, on the other hand, activate \\r\\nthe hydroxyls that profoundly boost the adsorption of CO\\r\\n2\\r\\nmolecules \\r\\nand protons and facilitate the CO2\\r\\nconversion process, as evidenced by \\r\\nexperimental and theoretical results collectively. Among the three series of \\r\\nBON-X (X =Cl, Br, and I) catalysts, BON-Br shows the most substantially \\r\\nenhanced CO production rate (8.12 µmol g−1\\r\\nh\\r\\n−1\\r\\n) without any sacrificial \\r\\nagents or cocatalysts, ≈73 times higher than that of pristine Bi2O2\\r\\n(OH)\\r\\n(NO\\r\\n3\\r\\n), also exceeding that of the state-of-the-art photocatalysts reported \\r\\nto date. This work presents a surface polarization protocol for engineering \\r\\ncharge behavior and reactive sites to promote photocatalysis, which shows \\r\\ngreat promise to the future design of high-performance materials for clean \\r\\nenergy production.","L. Hao,L. Kang,H. Huang,L. Q. Ye,K. Han,S. Yang,H. Yu,M. Batmunkh,Y. Zhang,T. Y. Ma",31,hhw@cugb.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN,AU",,42
1220,0,685,0,paper_19486386855d39b1cf9bbe39.75822827,10.1002/admi.201801062,Ti-Substituted Keggin-Type Polyoxotungstate as Proton and Electron Reservoir Encaged into Metal–Organic Framework for Carbon Dioxide Photoreduction,2018,ADVANCED MATERIALS INTERFACES,1801062,21,"A key challenge for photocatalystic CO2 reduction is the design and synthesis of photocatalyst with remarkable performance in visible‐light absorption, CO2 adsorption, and electron‐coupled proton transfer. Here a visible light–driven hybrid photocatalyst Au@NENU‐10, consisting of Au nanoparticles (NPs), Ti‐substituted keggin‐type polyoxometalate [PTi2W10O40]7− (PTiW), and HKUST‐1, is synthesized by the one‐pot method at atmosphere condition where PTiW acts as both electrons\\' and protons\\' reservoir, and a reactive active center is encaged into HKUST‐1 to boost CO2 reduction, HKUST‐1 as a microreactor to concentrate CO2 molecules, and Au NPs harvesting visible light. Notably, compared to [PW12O40]3−‐encaged HKUST‐1 (NENU‐3) with an octahedron shape, the Ti‐substituted counterpart of NENU‐10 shows a cube shape with a little corner cut, which is ascribed to the higher net charge on terminal oxygen atoms of PTiW, slowing down the crystal growth along the 〈100〉 direction. Moreover, PTiW always exposes on {100} plane of HKUST‐1 in the synthesis process, stabilizing Au NPs and thus being dispersed evenly in NENU‐10. Owing to the stronger protonation of TiO and TiOW, Au@NENU‐10 shows higher CO2 reduction activity and selectivity under visible‐light irradiation (λ > 420 nm), about 85.3‐fold and 5.2‐fold enhancement, respectively, corresponding to the CO2‐to‐CO and CO2‐to‐H2 conversion in contrast to Au@NENU‐3.","S-M. Liu,Z. Zhang,X. Li,H. Jia,M. Ren,S. Liu",5,liusm@jlu.edu.cn,"CN,CN,CN,CN,CN,CN",,44
1140,0,605,0,paper_20923827955cfa2716437a52.84137090,10.1002/adom.201800911,1D\/2D TiO2\/MoS2 Hybrid Nanostructures for Enhanced Photocatalytic CO2 Reduction,2018,ADVANCED OPTICAL MATERIALS,0,23,"Photocatalytic reduction of CO2 into solar fuels is recognized an attractive approach to solve the environmental and energy crisis. MoS2, a type of 2D transition metal dichalcogenides, has attracted significant attention in photoelectronics, sensors and photo\/electrocatalytic water splitting owing to its remarkable properties. Nevertheless, to date, MoS2 is barely used as (co)catalyst for CO2 photoreduction. Herein, novel 1D\/2D TiO2\/MoS2 nanostructured hybrid with TiO2 fibers covered by MoS2 nanosheets by hydrothermal transformation method is fabricated. The MoS2 sheet arrays show a lateral size of ≈80 nm and a thickness of down to 2 nm, vertically and uniformly standing upon the TiO2 fibers. X‐ray photoelectron spectroscopy (XPS) results and density functional theory (DFT) calculation imply the intimate chemical interaction between MoS2 and TiO2 upon hybridization, which can facilitate electron–hole separation upon photoexcitation. In addition, the hierarchical TiO2\/MoS2 nanostructure shows enhanced optical absorption and CO2 adsorption, therefore, a superior photocatalytic activity for reducing CO2 into methane and methanol is achieved over the hybrid as compared to pristine TiO2. Isotope (¹³C) tracer test confirms that the products are produced from the photocatalytic reduction of the CO2 source instead of any organic contaminants. This work offers an alternative approach to rationally design and synthesize TiO2‐based photocatalysts toward high‐efficiency photoreduction of CO2.","F. Xu,B. Zhu,B. Cheng,J. Yu,J. Xu",6,jiaguoyu@yahoo.com,"CN,CN,CN,CN,CN",,45
1231,0,696,0,paper_8688115025d39bd7a5f3003.76276925,10.1063/1.5048763,Preparation of Nano-Zinc Orthogermanate for Efficient Photocatalytic Conversion of CO2,2018,AIP ADVANCES,0,,"Assisted by P123, Zn2GeO4 nanorods were prepared by solution phase route. The morphology and structure of the as-prepared products were characterized by scanning electron microscopy (SEM) and Brunauer–Emmett–Teller (BET) surface area measurements. The results revealed that Zn2GeO4 nanorods with higher surface area have higher photocatalytic activity in photoreduction of CO2 than Zn2GeO4 prepared through solid-state reaction.",L. Wan,,bartty_ym@163.com,CN,,71
1130,0,595,0,paper_7406796325cfa13ecadcb39.69531932,10.1002/anie.201812773,Adjustable Reduction Potential of Electrons via Quantum Confinement for Selective CO2 Photoreduction to Methanol,2019,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,3804,12,"The production of CH3OH from the photocatalytic CO2 reduction reaction (PCRR) presents a promising route for the clean utilization of renewable resources, but charge recombination, an unsatisfying stability and a poor selectivity limit its practical application. In this paper, we present the design and fabrication of 0D\/2D materials with polymeric C3N4 nanosheets and CdSe quantum dots (QDs) to enhance the separation and reduce the diffusion length of charge carriers. The rapid outflow of carriers also restrains self‐corrosion and consequently enhances the stability. Furthermore, based on quantum confinement effects of the QDs, the energy of the electrons could be adjusted to a level that inhibits the hydrogen evolution reaction (HER, the main competitive reaction to PCRR) and improves the selectivity and activity for CH3OH production from the PCRR. The band structures of photocatalysts with various CdSe particle sizes were also investigated quantitatively to establish the relationship between the band energy and the photocatalytic performance.","A. Li,T. Wang,C. Li,Z. Huang,Z. Luo,J. Gong",58,jlgong@tju.edu.cn,"CN,CN,CN,CN,CN,CN",,88
1193,0,658,0,paper_6081223655d36b955cb75e8.17332604,10.1002/anie.201812790,Eosin Y-Functionalized Conjugated Organic Polymers for Visible-Light-Driven CO 2 Reduction with H 2 O to CO with High Efficiency,2019,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,632,2,"Visible-light-driven photoreduction of CO\\r\\n2\\r\\nto\\r\\nenergy-richchemicals in the presence of H2\\r\\nOwithout any\\r\\nsacrifice reagent is of significance,but challenging.Herein,\\r\\nEosin Y-functionalized porous polymers (PEosinY -N ,N = 1–\\r\\n3), with high surface areas up to 610 m\\r\\n2\\r\\ng\\r\\n@1\\r\\n,are reported. They\\r\\nexhibit high activity for the photocatalytic reduction of CO\\r\\n2\\r\\nto\\r\\nCO in the presence of gaseous H2\\r\\nO, without any photosensitizer or sacrifice reagent, and under visible-light irradiation. Especially,PEosinY-1 derived from coupling of Eosin Y\\r\\nwith 1,4-diethynylbenzeneshows the best performance for the\\r\\nCO\\r\\n2\\r\\nphotoreduction, affording CO as the sole carbonaceous\\r\\nproduct with aproduction rate of 33 mmol g\\r\\n@1\\r\\nh\\r\\n@1\\r\\nand aselectivity of 92 %. This work provides new insight for designing\\r\\nand fabricating photocatalytically active polymers with high\\r\\nefficiency for solar-energy conversion","X. Yu,Z. Yang,B. Qiu,S. Guo,P. Yang,B. Yu,H. Zhang,Y. Zhao,X. Yang,B. Han",55,xyang@iccas.ac.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN,CN",,88
1206,0,671,0,paper_12662166765d371988315855.45978246,10.1002/anie.201903027,Two-Dimensional Layered Zinc Silicate Nanosheets with Excellent Photocatalytic Performance for Organic Pollutant Degradation and CO 2 Conversion,2019,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,0,24,"Two-dimensional (2D) photocatalysts are highly attractive \\r\\nfor their great potential in environmental remediation and energy \\r\\nconversion. Herein, we report a novel layered zinc silicate (LZS) \\r\\nphotocatalyst synthesized via liquid-phase epitaxial growth route\\r\\nusing silica derived from vermiculite, a layered silicate clay mineral,\\r\\nas both lattice-matched substrate and Si source. The epitaxial \\r\\ngrowth of LZS is limited in the 2D directions, thus generating the \\r\\nvermiculite-type crystal structure and ultrathin nanosheet \\r\\nmorphology with thicknesses of 8~15 nm and lateral size of about \\r\\n200 nm. Experimental observations and density functional theory \\r\\n(DFT) calculations evince that LZS has a superior band alignment \\r\\nfor degradation of organic pollutants and reduction of CO2 to CO. \\r\\nThese nanosheets exhibit efficient photocatalytic performance for 4-chlorophenol (4-CP) degradation and CO2 conversion to CO, ca. \\r\\n2.9-fold and 3-fold higher than commercial P25 under UV-vis light, \\r\\nrespectively. The present work gives the first example of clay-like 2D \\r\\nphotocatalyst with strong photooxidation and photoreduction\\r\\ncapabilities.","L. Wang,D.W. Bahnemann,L. Bian,G. Dong,J. Zhao,C. Wang",58,wanglan@ms.xjb.ac.cn,"CN,CN,CN,CN,CN,CN",,88
1210,0,675,0,paper_20904542215d371cd613fbc8.60310563,10.1002/anie.201809084,Pyranopterin Related Dithiolene Molybdenum Complexes as Homogeneous Catalysts for CO2 Photoreduction,2018,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,17033,52,"wo original dithiolenes, with a pyrazine ring fused with a \\r\\npyran ring carrying the dithiolene chelate, mimicking molybdopterin \\r\\n(MPT) present in the active site of formate dehydrogenases (FDHs), \\r\\nhave been synthesized. The first one mimicks MPT in the \\r\\ndihydropyrazine form while the second mimicks MPT in the more \\r\\nbiologically relevant tetrahydropyrazine form. Both have been \\r\\nstructurally characterized as a ligand within a \\r\\nCo(cyclopentadienyl)(dithiolene) complex. The corresponding \\r\\nMoO(dithiolene)2 complexes have been also prepared and are \\r\\nreported as the first functional and stable catalysts inspired by the \\r\\nMo center of FDHs so far: they indeed catalyze the photoreduction \\r\\nof CO2 into formic acid, as the major product, and carbon monoxide, \\r\\nachieving more than 100 turnover numbers in about 8 h.","T. Fogeron,P. Retailleau,L-M. Chamoreau,Y. Li,M. Fontecave",57,yun.xu-li@college-de-france.fr,"FR,FR,FR,FR,FR",,88
1221,0,686,0,paper_13814519405d39b2a6c52536.38568265,10.1002/anie.201809492,Defect-Rich Bi12O17Cl2 Nanotubes Self-Accelerating Charge Separation for Boosting Photocatalytic CO2 Reduction,2018,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,14847,45,"Solar-driven reduction of CO2, that converts inexhaustible solar energy to value-added \\r\\nfuels, has been recognized as a promising sustainable energy conversion technology . \\r\\nHowever, the overall conversion efficiency is significantly limited by the inefficient \\r\\ncharge separation and sluggish interfacial reaction dynamic resulted from lacking \\r\\nsufficient active sites. Herein, Bi12O17Cl2 superfine nanotubes with bilayer thickness of \\r\\ntube wall are designed to achieve structural distortion for the creation of surface oxygen \\r\\ndefects, thus accelerate carrier migration and facilitate CO2 activation simultaneously .\\r\\nWithout cocatalyst and sacrifice reagent, Bi12O17Cl2 nanotubes deliver a high selectivity \\r\\nCO evolution rate of 48.6 µmol g\\r\\n-1\\r\\nh\\r\\n-1\\r\\nin water , roughly 16.8 times than that of bulk \\r\\nBi12O17Cl2. Meanwhile the nanotubes maintain their photocatalytic activity even after \\r\\n12 h testing. This excellent activity is ascribed to better adsorption and activation of \\r\\nCO2, increased separation efficiency of electron-hole pairs for both bulk and surface,\\r\\nas well as better CO liberation from catalyst. This work paves the way to design \\r\\nefficient photocatalysts with collaborative optimizing charge separation and CO2\\r\\nactivation towards CO2 photoreduction.","J. Di,C. Zhu,M. Ji,M. Duan,R. Long,C. Yan,K. Gu,J. Xiong,Y. She,J. Xia",57,z.liu@ntu.edu.sg,"CN,CN,CN,CN,CN,CN,CN,CN,CN,CN",,88
1115,0,581,0,paper_118178636359e716c963f564.98061854,10.1016/j.apcatb.2017.07.078,Photocatalytic CO2 reduction over V and W codoped TiO2 catalyst in an internal-illuminated honeycomb photoreactor under simulated sunlight irradiation,2017,APPLIED CATALYSIS B-ENVIRONMENTAL,412,,"In this paper, V and W codoped TiO2 catalysts were prepared and coated on the surface of honeycomb support. The V4+ doped in TiO2 lattice enhanced the visible light absorption of TiO2 while the V2O5 on the surface of TiO2 and W6+ in TiO2 lattice could trap photogenerated electrons and transfer them to CO2 and water adsorbed on the surface of catalyst, resulting in effective separation of photogenerated charges. CO2 photocatalytic reduction over V and W codoped TiO2 catalyst was conducted in an internal-illuminated honeycomb photoreactor under simulated sunlight irradiation. Due to the strong visible light absorption and effective separation of photogenerated charges caused by V and W codoping and stable chemical states of V and W during photocatalytic reaction, the V and W codoped TiO2 catalysts exhibited stable and enhanced photocatalytic activity comparing with pristine TiO2 and single metal doped TiO2. © 2017 Elsevier B.V.","Z. Xiong,Z. Lei,S. Ma,X. Chen,B. Gong,Y. Zhao,J. Zhang,C. Zheng,J. Wu",219,yczhao@hust.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,TW",,99
